action sequence,time,account,actor,from,to,quantity,txID
3006,2021-12-31T23:00:15.500,martia,bank.mars,bank.mars,martia,165295.3335,c0c50134996508821c16c5ffb1b48ae7f0470b6473a0fddcae180630e1ba98db
3004,2021-12-31T22:00:15.000,martia,bank.mars,bank.mars,martia,165300.0623,a0729bc4312f39de226f6cbd6211c63957be19b3598c96fdf64d1596f556b99a
3002,2021-12-31T21:00:15.500,martia,bank.mars,bank.mars,martia,165286.1478,99a7e054fd0b7fe2d7e7f21a73d48b83dc340e7c6b52e80f1b65d97e978a0114
3000,2021-12-31T20:00:15.500,martia,bank.mars,bank.mars,martia,165229.2407,9c78bae1486f8e763cc8efaff88b4f2d6af8f4a0ccab4f613c165736a535b15f
2998,2021-12-31T19:00:15.000,martia,bank.mars,bank.mars,martia,165281.2363,072214f85d9001c8ec8f39be16893a976ec3b57d414ee46ec31fed41d0c4f90a
2996,2021-12-31T18:00:15.500,martia,bank.mars,bank.mars,martia,165265.6143,0174d92bc4c2a9f6159a1b3508ee98836381a7780d62cd783aa9befd0ccb82f7
2994,2021-12-31T17:00:14.500,martia,bank.mars,bank.mars,martia,165274.3571,bb7479a1136c30e6ae1b7303b6166b5abea178e826c70689dbef6361f37c28d5
2992,2021-12-31T16:00:15.500,martia,bank.mars,bank.mars,martia,165266.9572,82fe2f9cffcaed2bf0924f0ac6dee0ffcdb377ff717a402ade03635ac67b71db
2990,2021-12-31T15:00:15.000,martia,bank.mars,bank.mars,martia,165230.4865,383c37e65bfd7a2cea9b74b78844daa3954a24e2d3dcab4b87291536e28403d7
2988,2021-12-31T14:00:15.500,martia,bank.mars,bank.mars,martia,165227.2405,4d32391681d679a8493f084566c058ccbfefe4a9986d64aa2506d40e0654322f
2986,2021-12-31T13:00:15.000,martia,bank.mars,bank.mars,martia,165224.5095,404ec9faedfce1d1cf35025e9ac4f411015fde84e9f79a8d74a09c0d01bbceb5
2984,2021-12-31T12:00:15.000,martia,bank.mars,bank.mars,martia,165213.3563,9ddf70fb5c7703b6989e515db75bef7fcf78ac8eaf175adb0358b533cf9571d3
2982,2021-12-31T11:00:15.500,martia,bank.mars,bank.mars,martia,165210.5062,22cd64506a37125daa3a022b49781d1503a9c0d4fc471e37e41e0fd39fe93a58
2980,2021-12-31T10:00:14.500,martia,bank.mars,bank.mars,martia,165180.9778,ff5219f1e742422bf3ead713ba326f3f2487343c171b5039f2d9f08d250bc4ea
2978,2021-12-31T09:00:15.000,martia,bank.mars,bank.mars,martia,165178.9696,3f5a0ca3a500d99fecc10e14fa4c46f385cd43a6558053056ef8c9f0c672c603
2976,2021-12-31T08:00:16.000,martia,bank.mars,bank.mars,martia,165166.7609,eb76ffef0b8e327c670890208472931f9159edc083dcda7623e2ddc60e4a2bb1
2974,2021-12-31T07:00:15.000,martia,bank.mars,bank.mars,martia,165167.1057,4c707bf8812c696bab8769bcbfb1ead7322000710d8ce703bdc5d8c85589e291
2972,2021-12-31T06:00:15.000,martia,bank.mars,bank.mars,martia,165161.3041,90368cacb0606fb5d82bec33f676642c2d902748785562d61425c449a5fbbad4
2970,2021-12-31T05:00:15.500,martia,bank.mars,bank.mars,martia,165143.1185,cbc974d66ce0abf72fd971758e621bae7423af0b9813fe2ae6e9ced2721e4978
2968,2021-12-31T04:00:15.000,martia,bank.mars,bank.mars,martia,165142.2026,210b201b1f6351f6d5d9381bb947a3d5a3dd2c629e9db560b2fb53e6cbf5ce76
2966,2021-12-31T03:00:15.000,martia,bank.mars,bank.mars,martia,165132.1466,4e8b223bb3c102f9a31a05ccd2b0fd68f444f4a6cad36abe87c4eeb8e98932e2
2964,2021-12-31T02:00:15.500,martia,bank.mars,bank.mars,martia,165114.0277,af6a60dccec2012fd2e6dcd898889eaa2b9763a6679bca3bc0edd2703549e9fd
2962,2021-12-31T01:00:14.500,martia,bank.mars,bank.mars,martia,165113.2484,868e250c940e252d08cf80097ea4095c026fa69548d898081bebf2d98aacb647
2960,2021-12-31T00:00:15.500,martia,bank.mars,bank.mars,martia,165103.2981,1feb5e82dc24c296b28123c0d317df62ea53bcb08befd93b49e3fc14786168e1
