action sequence,time,account,actor,from,to,quantity,txID
10325,2022-04-05T23:05:24.000,martia,bank.mars,bank.mars,martia,191762.4455,fb1ca21fccf8ab98931a82d98448da7b5e8df23f33000300fbd5b03614810f3d
10320,2022-04-05T22:05:28.500,martia,bank.mars,bank.mars,martia,191756.8015,f4ce56bd2da559759fe0eae89551095ba9709d360d5956c30694a16820a438bb
10315,2022-04-05T21:05:31.000,martia,bank.mars,bank.mars,martia,191759.2550,6acef9f5070bf65e5d37a2fdb2a65fab1ceaa2fe87272e86d4874d035a32a8cb
10310,2022-04-05T20:05:23.500,martia,bank.mars,bank.mars,martia,191758.5298,d9857a26db2b9b35845d47f5e3aced106091a8a0569df6f8d57b4900ff74e281
10305,2022-04-05T19:05:37.000,martia,bank.mars,bank.mars,martia,191758.7578,3cb7027e73a7b05af43a127a2c4f8ff96cd342796d0f487df56d7673271a8431
10300,2022-04-05T18:05:34.500,martia,bank.mars,bank.mars,martia,191759.8389,7c8db1f623d5d13428ab2f55f6f6ed92ee10678a0ab9bbb2610eb0eeabcb1c5c
10295,2022-04-05T17:05:34.500,martia,bank.mars,bank.mars,martia,191728.2146,122dd0bf99a895bca9f24ab8e98b75de7e4522cce76fab5dc55332d1721de2eb
10290,2022-04-05T16:05:32.000,martia,bank.mars,bank.mars,martia,191725.7702,190fc52af8610d79e2ad0a2ad44c8baebf86a157de029bd740fed1ac2d61e4ec
10285,2022-04-05T15:05:33.000,martia,bank.mars,bank.mars,martia,191725.5537,624ef61a071577177e12a4086798257a90530f4f97b170e5ee4c705ed7a5b7a3
10280,2022-04-05T14:05:33.000,martia,bank.mars,bank.mars,martia,191729.5248,f37ac8a110f661c58bf1096af9ed10658d72f55dec635f7077db580fd881cb99
10275,2022-04-05T13:05:26.000,martia,bank.mars,bank.mars,martia,191729.5293,5e8e64a33009c4d56da8f240340629ce14c17d2144a9908998f8bdc3e726e2b8
10270,2022-04-05T12:05:34.500,martia,bank.mars,bank.mars,martia,191723.0462,27fa86847acbedc7b0f9833ee46e0d5b52a10f0b58484ddfb7699952e9e84981
10265,2022-04-05T11:05:32.500,martia,bank.mars,bank.mars,martia,191727.0302,6c638e6ae9371aa117d0f3ac981e0c4b1deb24f0fe7f1e5ac6ecf5d05bc7e75c
10260,2022-04-05T10:05:36.500,martia,bank.mars,bank.mars,martia,191727.9797,c8fb92f50ac95e8c0fc57889cd96a366631758e4cdabc6cba683171fb711fba6
10255,2022-04-05T09:05:39.000,martia,bank.mars,bank.mars,martia,191731.5502,f0f13ed06744a7c479fee1046d69289221bad0e68c33c183982f7cf40bc20a02
10250,2022-04-05T08:05:28.000,martia,bank.mars,bank.mars,martia,191733.6587,46943622998d4b78cb4d65c03706032f5951cdcd987f29492135f130be4458fb
10245,2022-04-05T07:05:21.000,martia,bank.mars,bank.mars,martia,191717.6383,9546ae0f7888e11db24b6181cc0e7f615a3c7da52fd450817765de5281dd6307
10240,2022-04-05T06:05:22.000,martia,bank.mars,bank.mars,martia,191721.6216,c42f8b02fbcd0c5bb3b095630c75feb04cc1714304e874851ced5b398bbe9e00
10235,2022-04-05T05:05:30.000,martia,bank.mars,bank.mars,martia,191725.6024,d246d93edc7e09e1e505645e90608abc5bf2e8c18554145098866ec0fa0f4454
10234,2022-04-05T05:05:30.000,martia,bank.mars,bank.mars,martia,191725.6024,d246d93edc7e09e1e505645e90608abc5bf2e8c18554145098866ec0fa0f4454
10230,2022-04-05T04:05:20.000,martia,bank.mars,bank.mars,martia,191727.3097,3759a35f5b7016f7299f53cc85377fb64f019280abad638be53128aa3f309982
10225,2022-04-05T03:05:29.500,martia,bank.mars,bank.mars,martia,191728.4163,726cb3e44b50575aae80697579ee97cf2ca3abc6f337c03a4fb396e4d93bbf0f
10220,2022-04-05T02:05:27.000,martia,bank.mars,bank.mars,martia,191726.8725,9f209983eb1c6e0698edb65b101443bcd54422d53d5b2c6bda632bcfb63e9356
10215,2022-04-05T01:05:18.000,martia,bank.mars,bank.mars,martia,191726.4982,2d5cc9401a0ca14c4c0468c2de931f071ae4ce76eb582193d15d33120f00dfb4
10210,2022-04-05T00:05:19.000,martia,bank.mars,bank.mars,martia,191727.8178,ad161699d9aebeab4264eccd1ee370dc11e776f28175470195b275049e803766
