action sequence,time,account,actor,from,to,quantity,txID
4928,2022-02-09T23:00:17.000,martia,bank.mars,bank.mars,martia,188992.9771,8ce85f9e3f342a62dd396391910e8364f0e232f042afca1d7db751ee7541da07
4926,2022-02-09T22:00:17.000,martia,bank.mars,bank.mars,martia,188994.1331,4f97ef4c3c05d285e05a548081b283f14ec32fdc252f743f8498e8cbd4c4497a
4924,2022-02-09T21:00:18.500,martia,bank.mars,bank.mars,martia,189019.6576,425895c6f5b0b6e794d3af237c38bc4d2ef4de211490168787b087486d599541
4922,2022-02-09T20:00:17.500,martia,bank.mars,bank.mars,martia,189019.6158,d46bbd8e00451d3f3cd30a3b83498c9a5c455628184f98ece0f932fac5f2c83a
4920,2022-02-09T19:00:17.000,martia,bank.mars,bank.mars,martia,189022.8316,c420080ca45a87bba0e41ec9962c711281273e2c3b678a4a2803bc6af61150ed
4918,2022-02-09T18:00:18.000,martia,bank.mars,bank.mars,martia,189022.0860,8bbcbbe0c5749be07e2fba9639edd5539674960ea4bc1bf6d917fad6e87c31e1
4916,2022-02-09T17:00:17.000,martia,bank.mars,bank.mars,martia,189024.7904,fa4d012a99483c80c0d83b59ee2eb4b4d4cd0bd813cc4340193797eb5ee52c95
4914,2022-02-09T16:00:16.500,martia,bank.mars,bank.mars,martia,189029.0346,908fc8fbdf43bc459c719fe373a50ddc55e27cf3ee02095b40e8e18e426be145
4912,2022-02-09T15:00:16.500,martia,bank.mars,bank.mars,martia,189032.6997,ee4e3302d52e61fe05a3d0d82077543525c91cf962dc7640a51f452cd2bae920
4910,2022-02-09T14:00:17.000,martia,bank.mars,bank.mars,martia,189037.5096,d55e86a9df8d860f97e652a0d201827ca566b23b9b28a99f1aead89fb31da9f7
4908,2022-02-09T13:00:16.000,martia,bank.mars,bank.mars,martia,189041.0288,c87a034e723b6710101b3e769a3c2ee452dcce1594ebee65cf4345aba6bded6d
4906,2022-02-09T12:00:17.000,martia,bank.mars,bank.mars,martia,189047.4384,363b8cc9f6ab9eb52a4272a1c0e36f2d2866e5ab0afaa99ff4e65311ba90e272
4904,2022-02-09T11:00:16.500,martia,bank.mars,bank.mars,martia,189050.4166,81bfb53451280e370a5ec5685abc521f5ed6c45a65d710c908b42dcee9f2df0a
4902,2022-02-09T10:00:17.000,martia,bank.mars,bank.mars,martia,189053.2730,41264228688dce1c622206d9bf219d2b3d78bd4730af753dcfaa0f16b9bdde7d
4900,2022-02-09T09:00:17.000,martia,bank.mars,bank.mars,martia,189057.0496,1d3a3b6e2c619aae532fd5e252df22f9896f61eaaaab1f8ce9094b2b1a426207
4898,2022-02-09T08:00:16.000,martia,bank.mars,bank.mars,martia,189058.6909,8c53ec00d933cf3c31c4b3a2998ceb7fdb7975e22ea7f07674c27ddc8bd4f007
4896,2022-02-09T07:00:16.000,martia,bank.mars,bank.mars,martia,189061.5608,b4542bc4b23b6d1ea1b19c69e19cf4a776de645acf22f018e16847c7d37b4b0d
4894,2022-02-09T06:00:17.000,martia,bank.mars,bank.mars,martia,189065.2753,7672d13534d808b22a2d9697abfc8b1c4bc5eb9a8e6bc2e51d0c788d7e53df2a
4892,2022-02-09T05:00:16.000,martia,bank.mars,bank.mars,martia,189068.4837,cb4518efea5b697bce2775a1b346ab9ebf47a976b5365c992a13e8b0e5fa3fbc
4890,2022-02-09T04:00:16.000,martia,bank.mars,bank.mars,martia,189069.3454,a7f9f2d816421a11c65dacad5074b7a395f2b6758b2e08c1314c642866f35681
4888,2022-02-09T03:00:16.000,martia,bank.mars,bank.mars,martia,189070.4859,2bd22ed2133daf104db3354dbb93d01d7d09393d2092728b7864fb5b12f1e18b
4886,2022-02-09T02:00:16.000,martia,bank.mars,bank.mars,martia,189074.2004,244763945691d5552745eae61b0cd598b718141c803d42f0a0d2636bacc7bea4
4884,2022-02-09T01:00:16.500,martia,bank.mars,bank.mars,martia,189071.0855,7f57ba4683a45ec6c3a3ffb05aaae17c55ee9082ef946ab5e6d068057bd6fed4
4882,2022-02-09T00:00:16.500,martia,bank.mars,bank.mars,martia,189074.7323,7dc1a8c9442cdc17ec57968704ee72d1b02f02acc03d4ea5584e7a27f2b97ab5
